respondent_id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,data_source_note,median_house_value,rooms_per_household,bedrooms_per_room,population_per_household
100465,-120.55,34.41,33,350,114.15276866397028,107,65,3.9822,<1H OCEAN,survey_2023,246517.0,5.384615384615385,0.32615076761134365,1.646153846153846
101168,-124.24,39.76,17,3382,673.9881475288286,2887,1108,8.4272,NEAR BAY,survey_2023,439488.0,3.0523465703971118,0.1992868561587311,2.6055956678700363
100863,-119.89,38.03,29,5494,1714.296924322036,3290,1463,4.3239,INLAND,survey_2023,180386.0,3.7552973342447027,0.3120307470553396,2.248803827751196
100142,-119.33,39.25,41,5130,991.6210079716352,3481,939,3.679,INLAND,survey_2023,151639.0,5.463258785942492,0.19329844209973396,3.7071352502662407
100113,-116.22,40.99,19,4318,1056.6610906513947,2043,694,2.5751,<1H OCEAN,survey_2023,129384.0,6.221902017291066,0.2447107667094476,2.9438040345821324
101083,-115.51,38.08,35,1541,234.69367509284717,883,372,4.1743,INLAND,survey_2023,167518.0,4.14247311827957,0.15229959447945957,2.3736559139784945
100984,-117.02,37.69,47,2944,476.9408344199738,589,339,3.0357000000000003,<1H OCEAN,survey_2023,219155.0,8.684365781710914,0.16200435951765413,1.7374631268436578
100378,-116.16,36.74,28,3160,634.1926258602992,1780,489,0.5,INLAND,survey_2023,52302.0,6.4621676891615545,0.20069386894313268,3.640081799591002
100063,-120.73,36.86,19,3137,890.2875169153124,2446,670,3.1068,<1H OCEAN,survey_2023,179177.0,4.682089552238806,0.2838022049459077,3.6507462686567163
100500,-117.32,40.36,17,4221,1016.6101705164194,2021,1181,3.0483,INLAND,survey_2023,110600.0,3.574089754445385,0.24084581154144027,1.7112616426756986
101715,-114.35,35.46,48,1098,275.83592905580826,271,149,5.1724,INLAND,survey_2023,198354.0,7.369127516778524,0.2512166931291514,1.8187919463087248
100186,-116.13,40.78,28,899,283.96307731916505,909,295,4.7687,INLAND,legacy_import,179113.0,3.047457627118644,0.3158654920124194,3.08135593220339
100698,-122.76,39.85,26,7482,1248.2526412686889,2044,880,0.9012,<1H OCEAN,survey_2023,113309.0,8.502272727272727,0.16683408731204075,2.3227272727272728
100992,-121.58,37.75,35,7662,2065.984585114509,4747,1380,1.922,INLAND,legacy_import,101115.0,5.552173913043478,0.26964037915877176,3.439855072463768
100885,-122.51,41.44,6,3455,825.4056927898891,2731,795,3.7317,NEAR OCEAN,legacy_import,216229.0,4.345911949685535,0.23890179241386084,3.4352201257861634
100294,-123.03,32.55,26,5368,1628.299580256895,2678,743,3.0507,INLAND,survey_2023,133787.0,7.224764468371467,0.3033344970672308,3.6043068640646028
100715,-115.0,35.35,10,6912,1084.3106078380235,2252,926,7.6095,INLAND,survey_2023,332190.0,7.464362850971923,0.1568736411802696,2.4319654427645787
100453,-115.24,35.8,17,405,79.5993642314986,207,135,2.6144,NEAR BAY,legacy_import,177935.0,3.0,0.1965416400777743,1.5333333333333334
100286,-119.64,41.73,23,8287,2346.4949502540776,3157,1189,6.6147,<1H OCEAN,survey_2023,307276.0,6.969722455845248,0.2831537287624083,2.6551724137931036
101887,-121.83,38.54,21,10417,1865.0840281013443,4160,1461,1.038,NEAR BAY,survey_2023,120137.0,7.1300479123887746,0.17904233734293407,2.847364818617385
101573,-115.67,41.9,2,8408,1734.8228271539838,5699,1474,0.8137,<1H OCEAN,survey_2023,80677.0,5.704206241519675,0.20633002225903707,3.866350067842605
100300,-123.78,40.12,1,1732,515.8814482114336,703,258,2.5508,NEAR OCEAN,survey_2023,172174.0,6.713178294573644,0.2978530301451695,2.7248062015503876
101358,-121.53,40.31,6,4569,880.7526566286239,4103,1463,6.9074,INLAND,legacy_import,328428.0,3.1230348598769653,0.1927670511334261,2.8045112781954886
100315,-117.34,33.75,5,5807,1386.4042500755631,2976,1232,1.6825,INLAND,legacy_import,51585.0,4.713474025974026,0.23874707251172086,2.4155844155844157
100130,-120.13,34.04,2,9596,1501.9244314870612,3450,1332,1.162,<1H OCEAN,survey_2023,115935.0,7.2042042042042045,0.1565156764784349,2.59009009009009
100837,-120.68,32.93,45,2792,810.6493882411875,1729,473,3.2483,NEAR BAY,legacy_import,182346.0,5.902748414376322,0.29034720209211584,3.6553911205073994
100189,-121.88,38.82,24,4333,1481.304605195469,1393,548,2.8418,INLAND,survey_2023,124033.0,7.906934306569343,0.34186582164677337,2.541970802919708
100027,-119.16,41.82,52,3093,517.9068522874896,814,396,2.2563,INLAND,legacy_import,132415.0,7.8106060606060606,0.16744482776834455,2.0555555555555554
101914,-119.81,41.67,5,2004,686.5624834245608,1218,340,3.0994,INLAND,survey_2023,180902.0,5.894117647058824,0.3425960496130543,3.5823529411764707
101447,-115.92,39.29,37,4354,1183.0430502116667,2161,621,4.9389,<1H OCEAN,legacy_import,228965.0,7.011272141706924,0.2717140675727301,3.4798711755233493
100755,-116.36,35.26,40,5014,1044.5904361091052,1443,700,6.6493,INLAND,survey_2023,273517.0,7.162857142857143,0.20833474992203932,2.0614285714285714
101899,-116.46,40.52,4,1654,281.7877926012136,858,304,3.6811,INLAND,survey_2023,157934.0,5.440789473684211,0.17036746831995986,2.8223684210526314
100640,-124.1,35.33,7,2601,1015.5418559096522,1627,561,2.0104,INLAND,survey_2023,107564.0,4.636363636363637,0.39044285117633687,2.90017825311943
101273,-123.9,37.59,22,5472,928.0454456773178,3770,970,9.4284,NEAR BAY,survey_2023,431556.0,5.641237113402062,0.16959894840594258,3.88659793814433
100747,-118.86,33.9,28,2567,495.2266643435378,1315,745,6.0085,<1H OCEAN,survey_2023,274950.0,3.4456375838926174,0.19292039904306107,1.7651006711409396
101584,-114.42,36.36,24,3676,1215.3718263675946,1991,534,7.9772,<1H OCEAN,survey_2023,347511.0,6.883895131086143,0.33062345657442727,3.7284644194756553
101182,-117.97,35.44,2,484,102.6309272574025,134,62,1.9781,<1H OCEAN,survey_2023,131346.0,7.806451612903226,0.2120473703665341,2.161290322580645
100266,-117.33,38.12,40,4482,1482.923817449392,2093,638,2.233,INLAND,survey_2023,132328.0,7.025078369905956,0.3308620743974547,3.280564263322884
100892,-116.0,39.83,42,7489,1015.5418559096522,2822,875,1.965,<1H OCEAN,survey_2023,147432.0,8.558857142857143,0.13560446734005238,3.225142857142857
101516,-117.83,33.31,18,7997,2751.835284495522,2663,1130,1.7847,NEAR BAY,legacy_import,128036.0,7.076991150442478,0.3441084512311519,2.3566371681415927
100075,-117.01,40.77,10,662,220.1627582235126,780,205,1.5547,INLAND,survey_2023,60958.0,3.229268292682927,0.33257214233159005,3.8048780487804876
101454,-124.0,41.45,40,4654,1444.0924782986233,1876,605,5.3621,<1H OCEAN,survey_2023,231853.0,7.692561983471075,0.3102906055648095,3.100826446280992
101458,-122.14,39.12,24,8423,2030.5467404165863,5155,1496,3.0932,<1H OCEAN,survey_2023,204417.0,5.630347593582887,0.24107167759902484,3.445855614973262
101354,-119.43,34.29,47,2992,1015.5418559096522,886,506,1.276,INLAND,survey_2023,39478.0,5.913043478260869,0.33941906948852013,1.7509881422924902
100717,-114.65,41.75,50,9077,3030.856192439056,3389,1315,5.9022,INLAND,legacy_import,190180.0,6.902661596958175,0.333905055903829,2.5771863117870724
100742,-116.82,34.36,12,3351,1149.568504714593,1129,396,2.5226,INLAND,survey_2023,141633.0,8.462121212121213,0.3430523738330627,2.851010101010101
100762,-121.82,38.49,28,8931,2804.185780014213,2903,1250,8.2537,<1H OCEAN,survey_2023,366870.0,7.1448,0.31398340387573764,2.3224
101288,-123.97,41.07,48,6940,1772.094322865619,3945,1128,2.0039,NEAR BAY,survey_2023,135709.0,6.152482269503546,0.2553450032947578,3.497340425531915
101327,-116.4,37.42,7,1299,219.97538841280428,263,157,5.0835,INLAND,survey_2023,236148.0,8.273885350318471,0.1693421003947685,1.6751592356687899
101172,-117.98,34.02,5,8798,2035.215043874323,4625,1478,1.0628,<1H OCEAN,survey_2023,103360.0,5.952638700947226,0.2313270111246105,3.1292286874154263
100861,-119.77,35.18,16,2293,489.14021633372494,2033,566,2.3786,NEAR OCEAN,survey_2023,189210.0,4.051236749116608,0.21331889068195592,3.591872791519435
100180,-120.89,35.4,14,66,22.533519590263687,32,14,1.661,INLAND,legacy_import,108303.0,4.714285714285714,0.34141696348884376,2.2857142857142856
100768,-120.88,37.26,44,924,260.5131032307355,481,152,1.427,NEAR BAY,survey_2023,126530.0,6.078947368421052,0.2819405879120514,3.164473684210526
100666,-121.84,33.8,14,5594,1454.7354726848482,1453,828,6.5231,<1H OCEAN,survey_2023,323928.0,6.756038647342995,0.26005281957183557,1.7548309178743962
101403,-116.94,35.6,1,4409,1335.5360385658626,3020,916,6.9457,NEAR OCEAN,survey_2023,358092.0,4.813318777292577,0.30291132650620606,3.296943231441048
100376,-115.85,35.41,49,471,88.95956670167007,181,56,8.3428,INLAND,survey_2023,327636.0,8.410714285714286,0.18887381465322733,3.232142857142857
100663,-121.93,38.94,26,2738,431.3769048440842,2431,756,5.2688,<1H OCEAN,legacy_import,270260.0,3.621693121693122,0.15755182791968014,3.2156084656084656
100023,-120.64,33.0,43,322,87.92539571980384,117,63,7.3063,<1H OCEAN,survey_2023,330103.0,5.111111111111111,0.2730602351546703,1.8571428571428572
100346,-117.95,38.95,48,2340,371.7063179003342,1818,558,0.5,NEAR OCEAN,survey_2023,96917.0,4.193548387096774,0.15884885380356165,3.2580645161290325
101707,-122.14,35.14,20,1374,291.19737098477583,640,348,3.0454,<1H OCEAN,survey_2023,196215.0,3.9482758620689653,0.2119340400180319,1.839080459770115
100578,-119.38,35.9,44,5429,1500.9259289662664,5404,1470,2.5716,<1H OCEAN,survey_2023,178766.0,3.6931972789115646,0.27646452918884995,3.676190476190476
101738,-120.62,39.66,17,8244,2310.347232024742,2433,1289,1.7156,NEAR OCEAN,survey_2023,149145.0,6.395655546935609,0.2802459039331322,1.887509697439876
100008,-118.29,33.12,6,2445,442.79554603464896,694,344,2.5101,INLAND,survey_2023,125539.0,7.107558139534884,0.18110247281580735,2.0174418604651163
100228,-115.38,35.32,39,1742,324.46947758925626,1294,406,0.8442,<1H OCEAN,survey_2023,44935.0,4.29064039408867,0.18626261629693242,3.187192118226601
100489,-115.4,36.07,32,1441,457.3229345669441,944,253,3.6338,INLAND,survey_2023,124170.0,5.695652173913044,0.31736497888059967,3.731225296442688
100213,-122.06,41.65,36,1419,372.7369483444296,875,245,1.6677,<1H OCEAN,survey_2023,133481.0,5.791836734693877,0.26267579164512306,3.5714285714285716
100845,-120.15,35.89,24,5390,1422.946330462765,2439,1369,1.4172,INLAND,survey_2023,122580.0,3.93718042366691,0.2639974639077486,1.781592403214025
101002,-115.57,34.88,25,4187,891.4601289598608,4659,1172,0.5536,INLAND,survey_2023,21939.0,3.5725255972696246,0.21291142320512557,3.9752559726962455
100449,-123.46,35.75,25,5230,1778.098113762833,1872,627,3.1726,INLAND,survey_2023,119988.0,8.341307814992026,0.3399805188839069,2.985645933014354
101601,-121.07,37.92,48,6899,1515.2949556584083,2645,844,3.8095,NEAR BAY,survey_2023,228962.0,8.174170616113743,0.21963979644273204,3.1338862559241707
100015,-122.47,36.41,5,2444,814.6738316992639,2019,639,5.7264,INLAND,legacy_import,245391.0,3.8247261345852896,0.33333626501606545,3.15962441314554
101493,-123.57,40.89,4,2396,478.3942170655045,1549,439,4.8128,<1H OCEAN,survey_2023,277796.0,5.457858769931663,0.1996636966049685,3.5284738041002277
101797,-123.58,33.48,23,988,234.09563602733343,594,245,0.9887,<1H OCEAN,survey_2023,105172.0,4.03265306122449,0.23693890286167352,2.4244897959183676
100765,-118.6,41.6,45,4986,1317.5573823058126,2675,761,3.9286,<1H OCEAN,legacy_import,167074.0,6.551905387647832,0.26425138032607554,3.515111695137976
101321,-122.7,33.13,1,4150,1057.6142514431294,1908,1097,2.6859,INLAND,survey_2023,71723.0,3.7830446672743845,0.2548468075766577,1.7392889699179581
101293,-117.41,37.65,23,4651,803.7730859704484,1396,549,1.9839,<1H OCEAN,legacy_import,139258.0,8.47176684881603,0.17281726208781947,2.5428051001821492
100546,-123.16,33.24,9,8692,2520.044905115164,4940,1321,0.8743,INLAND,survey_2023,71195.0,6.579863739591219,0.289926933400272,3.7395912187736564
101173,-121.7,34.02,20,6565,2012.9175883187884,2573,1305,1.544,NEAR OCEAN,survey_2023,113277.0,5.030651340996169,0.30661349403180327,1.971647509578544
101533,-121.57,35.34,8,4885,1400.526194904829,3362,853,2.0977,NEAR OCEAN,legacy_import,124749.0,5.726846424384525,0.286699323419617,3.9413833528722155
100354,-123.59,39.38,20,6034,1698.538820909254,2887,807,2.6413,INLAND,survey_2023,94377.0,7.477075588599752,0.28149466703832515,3.577447335811648
100757,-118.97,40.96,38,837,194.57196257111508,498,231,1.1787,<1H OCEAN,survey_2023,68863.0,3.6233766233766236,0.23246351561662495,2.155844155844156
100207,-117.66,40.65,16,4060,1218.4850583559446,3058,799,3.0776,INLAND,survey_2023,103479.0,5.081351689612015,0.3001194725014642,3.8272841051314144
100702,-120.93,33.69,24,5918,1974.734229367215,1581,980,1.4482,<1H OCEAN,legacy_import,50784.0,6.038775510204082,0.33368270181940096,1.613265306122449
100748,-115.24,40.21,52,2134,403.2701242903866,1241,683,2.1593,NEAR BAY,survey_2023,101597.0,3.124450951683748,0.18897381644348013,1.8169838945827232
101094,-121.99,34.29,48,5614,1015.5418559096522,1494,724,6.7511,<1H OCEAN,survey_2023,304024.0,7.754143646408839,0.18089452367467976,2.06353591160221
100416,-121.37,36.15,50,560,143.02245645255994,179,72,0.5001,NEAR OCEAN,survey_2023,83248.0,7.777777777777778,0.2553972436652856,2.486111111111111
101443,-119.86,41.96,33,3360,642.5853083530644,924,522,1.4699,INLAND,survey_2023,49316.0,6.436781609195402,0.19124562748603108,1.7701149425287357
101077,-117.5,33.51,33,10771,2910.6743387371803,4416,1371,1.8066,ISLAND,survey_2023,125568.0,7.856309263311451,0.2702325075422134,3.2210065645514225
101187,-123.62,35.86,22,3844,675.223283822646,1563,828,0.5,<1H OCEAN,survey_2023,70387.0,4.642512077294686,0.17565642138986629,1.8876811594202898
101886,-124.21,41.21,29,1688,567.8037959479773,1568,484,2.0619,<1H OCEAN,survey_2023,82305.0,3.487603305785124,0.33637665636728514,3.239669421487603
100442,-120.56,39.74,51,1491,373.111046059933,570,198,4.5523,<1H OCEAN,survey_2023,271662.0,7.53030303030303,0.2502421502749383,2.878787878787879
101668,-123.14,32.74,34,2248,646.6273277630899,1808,723,1.1046,INLAND,survey_2023,55303.0,3.1092669432918396,0.2876456084355382,2.500691562932227
101947,-122.83,38.22,10,1206,411.8592648562339,636,306,4.1183,NEAR OCEAN,legacy_import,254250.0,3.9411764705882355,0.3415085114894145,2.0784313725490198
100536,-115.8,39.53,37,3046,877.7665360939171,2410,812,0.5,<1H OCEAN,survey_2023,74450.0,3.751231527093596,0.2881702350932098,2.9679802955665027
100348,-120.55,38.14,26,10354,3015.564613128716,3849,1246,6.3725,INLAND,survey_2023,246285.0,8.309791332263242,0.2912463408468916,3.0890850722311396
101025,-119.56,36.05,18,1857,536.9959992352922,1507,484,3.0357000000000003,<1H OCEAN,survey_2023,248066.0,3.8367768595041323,0.2891739360448531,3.1136363636363638
100403,-116.04,35.46,52,2981,621.2207019400479,1963,690,0.5,NEAR BAY,survey_2023,72811.0,4.320289855072463,0.20839339213017374,2.844927536231884
100362,-119.72,35.3,14,5336,1367.5082732264748,3233,1448,2.0483,NEAR OCEAN,survey_2023,90372.0,3.685082872928177,0.2562796613992644,2.2327348066298343
100026,-122.3,39.44,22,8398,2166.091592679832,3346,1085,3.9654,<1H OCEAN,survey_2023,233552.0,7.740092165898617,0.25792945852343796,3.0838709677419356
101127,-120.22,33.27,1,5554,1649.1181625121244,2219,844,0.9946,<1H OCEAN,survey_2023,72781.0,6.580568720379147,0.2969244080864466,2.6291469194312795
101188,-121.29,40.37,22,9037,1479.2597611587703,2982,1014,4.2119,NEAR BAY,survey_2023,222714.0,8.91222879684418,0.16368925098581058,2.940828402366864
100177,-120.43,38.61,27,122,27.86039270663952,89,29,6.4729,<1H OCEAN,survey_2023,355053.0,4.206896551724138,0.2283638746445862,3.0689655172413794
101969,-124.04,36.28,4,10880,3698.158514564634,3777,1291,1.4416,<1H OCEAN,survey_2023,83785.0,8.427575522850503,0.33990427523572003,2.92563903950426
101583,-119.33,40.67,14,5937,919.8958540858848,1782,849,2.3259,NEAR OCEAN,legacy_import,146898.0,6.992932862190813,0.15494287587769662,2.0989399293286217
100955,-120.47,39.1,29,8395,2755.4348964072187,2840,1013,1.3398,NEAR OCEAN,survey_2023,154970.0,8.287265547877592,0.32822333489067523,2.8035538005923
100716,-115.99,38.64,45,907,209.10001332247825,432,120,3.8944,<1H OCEAN,survey_2023,198330.0,7.558333333333334,0.23054025724639277,3.6
100252,-115.79,38.86,23,6049,1015.5418559096522,4405,1443,5.8455,<1H OCEAN,legacy_import,280114.0,4.191961191961192,0.16788590773841167,3.0526680526680527
100414,-117.98,37.3,45,436,100.52989245388908,175,52,3.8372,NEAR OCEAN,survey_2023,265197.0,8.384615384615385,0.2305731478300208,3.3653846153846154
100553,-118.69,41.5,2,3262,967.1145279172734,868,386,2.5151,NEAR BAY,legacy_import,170571.0,8.450777202072539,0.2964790091714511,2.2487046632124352
100193,-117.97,37.82,14,1918,668.9101882432975,1376,635,3.0357000000000003,<1H OCEAN,survey_2023,91222.0,3.0204724409448818,0.34875400846887256,2.1669291338582677
101153,-117.5,36.56,35,5275,1050.9960307767649,2088,717,1.343,INLAND,survey_2023,90657.0,7.357043235704324,0.19924095370175637,2.912133891213389
100918,-116.66,36.51,18,2902,846.8948189731298,1934,755,0.523,NEAR OCEAN,survey_2023,56961.0,3.8437086092715234,0.2918314331402928,2.56158940397351
101113,-118.93,33.37,15,11313,2444.0175829857058,4750,1311,4.5244,INLAND,survey_2023,232914.0,8.62929061784897,0.21603620463057596,3.6231884057971016
100445,-114.83,35.37,47,3851,1300.6450708043942,1995,690,3.4582,<1H OCEAN,survey_2023,166039.0,5.581159420289855,0.3377421632834054,2.891304347826087
101679,-117.35,36.22,4,9552,1804.4300640490612,3646,1194,0.5771,NEAR OCEAN,survey_2023,111964.0,8.0,0.1889059949800106,3.053601340033501
101484,-121.05,38.04,37,1803,341.6113153997789,756,260,5.5681,NEAR BAY,survey_2023,301009.0,6.934615384615385,0.18946828363825785,2.9076923076923076
101082,-120.12,34.43,17,8826,1618.870504931485,4137,1052,2.7458,INLAND,survey_2023,146071.0,8.389733840304183,0.18342063278172274,3.932509505703422
101475,-117.62,40.13,29,3297,705.7239910060973,1644,512,2.9664,INLAND,survey_2023,121585.0,6.439453125,0.2140503460740362,3.2109375
100451,-118.72,41.68,7,2732,661.96130427381,979,458,0.9744,<1H OCEAN,survey_2023,109498.0,5.965065502183406,0.24229915969026722,2.1375545851528384
101651,-121.27,36.28,26,6772,2127.3398300364547,3408,1074,2.5747,<1H OCEAN,survey_2023,208139.0,6.305400372439479,0.31413760041885036,3.1731843575418996
100464,-114.68,38.4,52,3007,590.923775948424,1251,368,5.2024,NEAR OCEAN,survey_2023,290909.0,8.171195652173912,0.19651605452225607,3.3994565217391304
101201,-124.05,37.28,4,1543,269.486094331405,1743,474,1.3983,<1H OCEAN,survey_2023,106754.0,3.2552742616033754,0.1746507416276118,3.6772151898734178
100458,-123.74,37.14,10,230,36.07979568024805,147,47,3.6806,<1H OCEAN,survey_2023,220205.0,4.8936170212765955,0.15686867687064368,3.127659574468085
101881,-115.57,39.45,11,2055,328.88876158245165,499,239,1.3614,<1H OCEAN,survey_2023,137523.0,8.598326359832637,0.1600431929841614,2.087866108786611
100957,-123.83,40.69,26,6528,1030.728850349852,2898,1062,2.8253,<1H OCEAN,survey_2023,176337.0,6.146892655367232,0.15789351261486706,2.7288135593220337
101046,-121.97,36.52,39,8344,1522.9571135611857,3977,1489,2.7842,<1H OCEAN,survey_2023,144550.0,5.603760913364674,0.1825212264574767,2.6709200805910007
101313,-116.13,32.58,27,485,143.81918109006486,183,64,1.0826,NEAR OCEAN,legacy_import,107409.0,7.578125,0.2965343940001337,2.859375
100369,-123.61,39.43,34,9364,1015.5418559096522,3085,1407,0.6037,NEAR BAY,legacy_import,79029.0,6.655294953802416,0.10845171464220976,2.1926083866382373
100484,-118.46,36.9,36,3677,948.6671495150542,1739,584,5.0651,INLAND,survey_2023,212028.0,6.296232876712328,0.25800031262307704,2.9777397260273974
100687,-121.5,36.43,9,8859,1701.4510827902118,2881,1188,4.5545,NEAR OCEAN,survey_2023,260032.0,7.457070707070707,0.1920590453539013,2.425084175084175
101198,-116.8,33.47,1,4798,1602.9552186096803,2103,878,1.3624,NEAR BAY,survey_2023,134682.0,5.4646924829157175,0.33408820729672367,2.3952164009111616
100307,-121.07,38.36,6,8822,2366.649555322184,1988,1119,3.1508,<1H OCEAN,survey_2023,211464.0,7.883824843610366,0.26826678251214964,1.776586237712243
100285,-123.94,35.13,44,12417,3076.7739526506307,2444,1453,2.6194,INLAND,legacy_import,80973.0,8.545767377838954,0.24778722337526218,1.6820371644872678
101594,-117.06,37.15,42,2411,580.7212484357601,1060,334,2.2722,INLAND,survey_2023,89741.0,7.218562874251497,0.2408632303756782,3.1736526946107784
101526,-121.45,41.74,12,1610,358.49016171074794,655,424,0.5935,<1H OCEAN,survey_2023,66111.0,3.797169811320755,0.22266469671475028,1.544811320754717
101074,-114.42,38.18,41,10695,2797.795561557095,2617,1437,4.145,INLAND,survey_2023,197111.0,7.44258872651357,0.2615984629786905,1.8211551844119693
101648,-116.48,38.17,29,6538,1594.7867243279566,5158,1376,3.2742,NEAR BAY,legacy_import,191187.0,4.751453488372093,0.24392577612847302,3.748546511627907
100751,-114.9,38.9,26,2870,616.7657440758854,1280,368,10.7878,<1H OCEAN,legacy_import,462650.0,7.798913043478261,0.2149009561240019,3.4782608695652173
101765,-121.05,35.35,42,9018,1695.611069072027,3059,1055,1.0251,<1H OCEAN,legacy_import,92708.0,8.547867298578199,0.18802517953781625,2.899526066350711
100638,-121.61,41.53,14,1618,381.0802498380389,1304,492,3.541,NEAR BAY,survey_2023,188575.0,3.2886178861788617,0.23552549433747771,2.6504065040650406
101208,-121.56,36.67,42,8808,2862.1816618934213,3243,1086,1.7128,NEAR BAY,legacy_import,107047.0,8.11049723756906,0.32495250475629217,2.9861878453038675
101684,-122.97,38.94,21,914,218.13179905080688,366,105,2.1406,INLAND,survey_2023,83936.0,8.704761904761904,0.23865623528534669,3.4857142857142858
101049,-124.09,35.01,51,7885,1360.8096043804474,2336,1007,4.9942,NEAR OCEAN,survey_2023,235019.0,7.830188679245283,0.17258206777177518,2.319761668321748
101020,-117.33,35.21,34,8693,2840.8187284570718,3550,1166,2.0258,<1H OCEAN,survey_2023,110080.0,7.455403087478559,0.32679382588945954,3.044596912521441
100653,-116.85,33.0,43,2181,528.5755153405853,1223,336,2.1247,NEAR BAY,survey_2023,163368.0,6.491071428571429,0.24235466086225826,3.6398809523809526
101268,-118.3,38.47,49,4634,1179.1021103931405,2717,761,1.0441,INLAND,survey_2023,50386.0,6.089356110381077,0.2544458589540657,3.5703022339027597
100097,-120.02,38.53,31,3993,1380.9203506639667,1630,1054,0.5,INLAND,legacy_import,37543.0,3.7884250474383303,0.3458352994400117,1.5464895635673623
100800,-117.23,40.03,51,631,219.28332058216807,187,91,2.587,INLAND,survey_2023,94451.0,6.934065934065934,0.34751714830771485,2.0549450549450547
101016,-122.49,39.46,13,5157,1053.7161928508365,1148,717,0.8688,<1H OCEAN,legacy_import,94127.0,7.192468619246862,0.20432735948241934,1.601115760111576
100139,-114.58,40.65,40,7180,1649.9040140508846,3139,942,6.3724,<1H OCEAN,survey_2023,292556.0,7.62208067940552,0.2297916454109867,3.3322717622080678
101449,-117.47,33.01,43,4376,983.5848432369636,2599,966,1.6794,<1H OCEAN,survey_2023,94422.0,4.530020703933747,0.2247680171930904,2.6904761904761907
100947,-115.3,37.33,7,6261,1160.164830837109,4490,1220,3.9754,<1H OCEAN,survey_2023,235660.0,5.131967213114754,0.1853002445036111,3.680327868852459
100993,-118.4,36.27,14,12381,2822.60741514423,4639,1484,0.5,NEAR BAY,legacy_import,91036.0,8.34299191374663,0.22797895284259995,3.126010781671159
101368,-122.5,34.31,27,1723,307.38382675999554,825,516,2.2884,NEAR OCEAN,survey_2023,131800.0,3.3391472868217056,0.1784003637608796,1.5988372093023255
100935,-121.58,34.09,11,6866,2389.2933117559837,1945,1191,1.9188,INLAND,survey_2023,47494.0,5.7649034424853065,0.34798912201514476,1.6330814441645676
100961,-118.27,35.78,25,7445,2533.940420485943,2627,914,3.2214,<1H OCEAN,legacy_import,204294.0,8.145514223194748,0.3403546568819265,2.87417943107221
101192,-120.84,41.55,46,946,297.04017968919703,649,245,6.0078,<1H OCEAN,survey_2023,261964.0,3.8612244897959185,0.31399596161648735,2.6489795918367345
101697,-122.95,38.84,51,10161,1015.5418559096522,2222,1234,2.1017,INLAND,survey_2023,113881.0,8.23419773095624,0.09994506996453618,1.8006482982171799
100128,-124.23,40.88,49,3664,1157.187951326346,1016,445,10.8023,<1H OCEAN,legacy_import,455528.0,8.233707865168538,0.3158264059296796,2.2831460674157302
100700,-118.97,37.45,6,6100,1013.4824315911554,3970,1217,1.6433,<1H OCEAN,legacy_import,90272.0,5.012325390304026,0.16614466091658286,3.2621199671322927
101511,-117.12,33.14,26,3898,1035.0508851137783,1256,660,5.4328,<1H OCEAN,survey_2023,263799.0,5.906060606060606,0.2655338340466337,1.903030303030303
101724,-117.38,36.04,20,7700,1402.0432663662182,2065,1242,1.1719,<1H OCEAN,survey_2023,93491.0,6.199677938808374,0.18208354108652183,1.6626409017713366
101860,-116.54,40.24,11,4484,921.9584289879658,3845,1226,0.7649,INLAND,legacy_import,15000.0,3.6574225122349104,0.2056107111926775,3.1362153344208807
100522,-114.6,35.34,26,1497,377.9274493279033,358,175,2.9517,INLAND,survey_2023,125210.0,8.554285714285715,0.2524565459772233,2.045714285714286
100264,-115.53,38.27,23,12596,3672.9444790842745,3880,1402,4.7301,<1H OCEAN,survey_2023,249139.0,8.984308131241084,0.29159610027661753,2.767475035663338
101577,-117.88,37.15,49,2090,402.9685911598456,832,288,3.0098,INLAND,survey_2023,147004.0,7.256944444444445,0.1928079383539931,2.888888888888889
101642,-119.09,36.95,5,4546,836.5381118626567,1987,847,15.0,INLAND,survey_2023,500001.0,5.367178276269185,0.18401630265346605,2.345926800472255
101604,-123.61,34.58,20,6479,2112.433406208399,5189,1320,7.5616,<1H OCEAN,survey_2023,320102.0,4.908333333333333,0.3260431248971136,3.931060606060606
100631,-115.35,39.19,8,4104,749.7645685204718,4110,1321,1.5165,<1H OCEAN,survey_2023,132461.0,3.106737320211961,0.18269117166678164,3.1112793338380014
100498,-114.56,41.82,4,541,187.81071057437512,227,62,7.3229,<1H OCEAN,legacy_import,359348.0,8.725806451612904,0.3471547330395104,3.661290322580645
101659,-119.83,41.15,24,371,121.48056011793555,129,53,8.7333,<1H OCEAN,survey_2023,416322.0,7.0,0.3274408628515783,2.4339622641509435
101822,-118.15,40.15,8,9749,2314.9522444192385,2809,1175,1.8426,INLAND,legacy_import,125306.0,8.297021276595745,0.23745535382287808,2.3906382978723406
101673,-116.24,33.56,3,9231,1688.163475746235,5266,1422,7.1517,<1H OCEAN,survey_2023,358524.0,6.491561181434599,0.18287980454406186,3.7032348804500703
101775,-121.15,41.35,31,6563,2077.388361856816,2003,891,7.3042,INLAND,survey_2023,315803.0,7.3658810325476995,0.31653030045052816,2.2480359147025815
100432,-118.12,41.85,3,11523,2994.950704075832,4699,1409,3.3339,<1H OCEAN,legacy_import,204029.0,8.178140525195174,0.2599106746572795,3.334989354151881
